framework_short_name,lot_number,salesforce_id,supplier_name
RM1557.10,2,001b000003qmL6PAAU,Cranmore Consulting Limited,
RM1557.10,3,001b000003qmL6PAAU,Cranmore Consulting Limited,
RM1557.10,2,001b000003qmL6QAAU,PlotBox (GSS (NI) Limited),
RM1557.10,2,001b000003qmL6sAAE,MyDirectives,
RM1557.10,1,001b000003qmL6SAAU,Ampito,
RM1557.10,2,001b000003qmL6SAAU,Ampito,
RM1557.10,3,001b000003qmL6SAAU,Ampito,
RM1557.10,2,001b000003qmL6tAAE,CriticalArc Ltd
RM1557.10,2,001b000003qmL6TAAU,RSM UK CONSULTING LLP
RM1557.10,3,001b000003qmL6TAAU,RSM UK CONSULTING LLP
RM1557.10,2,001b000003qmL6uAAE,Budgeting Solutions Ltd,
RM1557.10,1,001b000003qmL6vAAE,AJACO
RM1557.10,2,001b000003qmL6vAAE,AJACO
RM1557.10,3,001b000003qmL6vAAE,AJACO
RM1557.10,3,001b000003qmL6WAAU,Digital Business Design LLP
RM1557.10,3,001b000003qmL6YAAU,Digital Cloud Partners,
RM1557.10,2,001b000003qmL6ZAAU,Alphatec Software Ltd,
RM1557.10,2,001b000003qmLIpAAM,NORTY LIMITED,
RM1557.10,2,001b000003qmLIrAAM,EssentialSkillz,
RM1557.10,1,001b000003qmLIuAAM,METRICFIRE LIMITED,
RM1557.10,2,001b000003qmLIyAAM,Qpercom Ltd
RM1557.10,2,001b000003qmLNqAAM,"Janrain, Inc.",
RM1557.10,2,001b000003qmLNrAAM,Upland Software
RM1557.10,2,001b000003qmLNtAAM,"Qualtrics, LLC",
RM1557.10,2,001b000003qmLNuAAM,BlackLine,
RM1557.10,2,001b000003qmLNyAAM,Granicus LLC
RM1557.10,2,001b000003qmLO1AAM,Infinite Convergence Solutions / NetSfere,
RM1557.10,2,001b000003qmLO3AAM,Citymart US Inc.,
RM1557.10,2,001b000003qmLO5AAM,Agiloft Inc,
RM1557.10,3,001b000003qmLO5AAM,Agiloft Inc,
RM1557.10,2,001b000003qmLO6AAM,Merlin Guides,
RM1557.10,3,001b000003qmLO9AAM,Cloudwick Technologies UK
RM1557.10,3,001b000003RimjpAAB,Change Associates Ltd
RM1557.10,3,001b000003RiocgAAB,CODIT INTEGRATION LIMITED
RM1557.10,1,001b000003RiYxCAAV,ADM Computing,
RM1557.10,2,001b000003RiYxCAAV,ADM Computing,
RM1557.10,3,001b000003RiYxCAAV,ADM Computing,
RM1557.10,2,001b000003RiZZnAAN,IGCS Limited,
RM1557.10,3,001b000003RiZZnAAN,IGCS Limited,
RM1557.10,2,001b000003RmiPzAAJ,NHS Professionals Limited
RM1557.10,1,001b000003s1ximAAA,Appian Software Switzerland LLC,
RM1557.10,2,001b000003s1ximAAA,Appian Software Switzerland LLC,
RM1557.10,3,001b000003s1ximAAA,Appian Software Switzerland LLC,
RM1557.10,2,001b000003sVMeiAAG,Aspirico (UK) Limited,
RM1557.10,2,001b000003sVMhiAAG,NFS Technology Group Limited,
RM1557.10,2,001b000003sVZBzAAO,Flax & Teal Limited,
RM1557.10,3,001b000003sVZBzAAO,Flax & Teal Limited,
RM1557.10,2,001b000003TGaZlAAL,IRIS INTELLIGENCE LIMITED,
RM1557.10,2,001b000003TGVcOAAX,Noggin IT Limited,
RM1557.10,3,001b000003TGVcOAAX,Noggin IT Limited,
RM1557.10,2,001b000003TGVvsAAH,Wider Plan
RM1557.10,3,001b000003thUMTAA2,NashTech Limited,
RM1557.10,3,001b000003TVRynAAH,Seymour John,
RM1557.10,1,001b000003U1sdDAAR,Sharp Business Systems UK PLC
RM1557.10,2,001b000003U1sdDAAR,Sharp Business Systems UK PLC
RM1557.10,3,001b000003U1y7FAAR,ACCORDIO LIMITED
RM1557.10,3,001b000003uAoNxAAK,REED PROFESSIONAL SERVICES LLP,
RM1557.10,1,001b000003UBcIPAA1,Transalis Ltd,
RM1557.10,1,001b000003UBWUyAAP,Kingsfield Computer Products Ltd,
RM1557.10,2,001b000003uC5DeAAK,IG Cyber Limited,
RM1557.10,2,001b000003uC5GmAAK,Capricorn Ventis Limited
RM1557.10,3,001b000003uC5GmAAK,Capricorn Ventis Limited
RM1557.10,3,001b000003UC8JVAA1,Peter Brett Associates,
RM1557.10,2,001b000003UmSw8AAF,RESOURCE GURU LIMITED,
RM1557.10,1,001b000003UpHdgAAF,Accordant Solutions Limited,
RM1557.10,3,001b000003UpHdgAAF,Accordant Solutions Limited,
RM1557.10,2,001b000003Upk0UAAR,Synoptic Technologies Ltd
RM1557.10,3,001b000003UpKyaAAF,POPULO CONSULTING LIMITED
RM1557.10,1,001b000003UpqwCAAR,I-NET Software Solutions,
RM1557.10,2,001b000003UpqwCAAR,I-NET Software Solutions,
RM1557.10,3,001b000003UpqwCAAR,I-NET Software Solutions,
RM1557.10,3,001b000003UqF2CAAV,Station10,
RM1557.10,2,001b000003URYriAAH,Dsi Billing Services Limited
RM1557.10,2,001b000003US0dJAAT,I-KONIC Limited
RM1557.10,3,001b000003US0dJAAT,I-KONIC Limited
RM1557.10,1,001b000003US4jZAAT,J.A.C. COMPUTER SERVICES LIMITED,
RM1557.10,2,001b000003US4jZAAT,J.A.C. COMPUTER SERVICES LIMITED,
RM1557.10,1,001b000003V2wsFAAR,Qubic Group plc,
RM1557.10,2,001b000003V2wsFAAR,Qubic Group plc,
RM1557.10,3,001b000003V2yFPAAZ,Cadmidium Services Ltd
RM1557.10,2,001b000003V4BkhAAF,ULTRAMED LIMITED,
RM1557.10,2,001b000003V4CmeAAF,INSOURCE LIMITED
RM1557.10,3,001b000003V4CmeAAF,INSOURCE LIMITED
RM1557.10,2,001b000003V4dYVAAZ,NEC Ltd
RM1557.10,3,001b000003V4dYVAAZ,NEC Ltd
RM1557.10,2,001b000003V4eUdAAJ,Eccella Solutions Ltd
RM1557.10,3,001b000003V4eUdAAJ,Eccella Solutions Ltd
RM1557.10,3,001b000003VkfslAAB,GOLIN/HARRIS INTERNATIONAL LIMITED,
RM1557.10,1,001b000003VWiopAAD,Disklabs Ltd
RM1557.10,1,001b000003VXa4OAAT,Whishworks Limited,
RM1557.10,3,001b000003VXa4OAAT,Whishworks Limited,
RM1557.10,2,001b000003VXcFQAA1,Visual Metrics Limited,
RM1557.10,2,001b000003VXcOnAAL,R H ENVIRONMENTAL LIMITED
RM1557.10,2,001b000003VXcXvAAL,iSAMS Independent Ltd,
RM1557.10,3,001b000003VXeeeAAD,Olenick Global Ltd,
RM1557.10,3,001b000003VXeefAAD,Olive Jar Digital Ltd
RM1557.10,3,001b000003VXeejAAD,Perago-Wales Ltd
RM1557.10,2,001b000003VXeenAAD,Pirean Limited
RM1557.10,3,001b000003VXeenAAD,Pirean Limited
RM1557.10,3,001b000003VXeepAAD,PSTG LIMITED
RM1557.10,3,001b000003VXeerAAD,PYRcorp Limited
RM1557.10,1,001b000003VXeetAAD,QuickThink Cloud Limited
RM1557.10,3,001b000003VXeetAAD,QuickThink Cloud Limited
RM1557.10,2,001b000003VXeevAAD,React Technology Ltd,
RM1557.10,3,001b000003VXeewAAD,Realm IT Partners Ltd
RM1557.10,2,001b000003VXeexAAD,Recorded Future AB,
RM1557.10,2,001b000003VXef1AAD,Security Software Solutions Ltd,
RM1557.10,3,001b000003VXef2AAD,SafeHack UK Ltd,
RM1557.10,2,001b000003VXef3AAD,Salpo Technologies Ltd,
RM1557.10,2,001b000003VXef4AAD,Santriya Technologies Ltd,
RM1557.10,3,001b000003VXef4AAD,Santriya Technologies Ltd,
RM1557.10,3,001b000003VXef6AAD,SC Skills Limited,
RM1557.10,2,001b000003VXefaAAD,Sypro Management Ld,
RM1557.10,3,001b000003VXefbAAD,Systems Risk Services Limited,
RM1557.10,2,001b000003VXefCAAT,Shapecast Limited
RM1557.10,3,001b000003VXefCAAT,Shapecast Limited
RM1557.10,2,001b000003VXefdAAD,TALKINGTECH UK Ltd
RM1557.10,2,001b000003VXefDAAT,Silobreaker Limited
RM1557.10,1,001b000003VXefeAAD,Tata Communications (UK) Ltd,
RM1557.10,2,001b000003VXefEAAT,SirionLabs Pte. Ltd.,
RM1557.10,2,001b000003VXeffAAD,Targett Business Technology Limited,
RM1557.10,3,001b000003VXeffAAD,Targett Business Technology Limited,
RM1557.10,1,001b000003VXefFAAT,SixSq Sàrl,
RM1557.10,3,001b000003VXefgAAD,The Bid Team
RM1557.10,2,001b000003VXefGAAT,Smartmatic International Holding B.V.,
RM1557.10,2,001b000003VXefJAAT,SOLSUS Limited,
RM1557.10,3,001b000003VXefJAAT,SOLSUS Limited,
RM1557.10,3,001b000003VXefkAAD,The G2G3 Group Ltd,
RM1557.10,2,001b000003VXefKAAT,Insource Select Limited
RM1557.10,2,001b000003VXeflAAD,The Lava Group (NI) Limited,
RM1557.10,1,001b000003VXefLAAT,Space Data Centres,
RM1557.10,2,001b000003VXefmAAD,Thunderhead (ONE) Limited,
RM1557.10,2,001b000003VXefPAAT,SpliceCom Ltd,
RM1557.10,3,001b000003VXefqAAD,XPEDITION LIMITED
RM1557.10,3,001b000003VXefQAAT,SQA Consulting,
RM1557.10,1,001b000003VXefrAAD,Tradeshift Network Ltd,
RM1557.10,2,001b000003VXefrAAD,Tradeshift Network Ltd,
RM1557.10,2,001b000003VXefRAAT,SQUADINTOUCH LTD,
RM1557.10,2,001b000003VXefvAAD,TALENT ON VIEW LIMITED
RM1557.10,3,001b000003VXefVAAT,Steamhaus Ltd,
RM1557.10,2,001b000003VXefwAAD,Turnkey Consulting (UK) Limited,
RM1557.10,3,001b000003VXefwAAD,Turnkey Consulting (UK) Limited,
RM1557.10,3,001b000003VXefWAAT,Stephen Foot & Partners Ltd,
RM1557.10,2,001b000003VXefXAAT,Stopford Information Systems
RM1557.10,3,001b000003VXefzAAD,Unipart Security Solutions,
RM1557.10,2,001b000003VXefZAAT,Active Risk Group Ltd,
RM1557.10,2,001b000003VXeg1AAD,Voice 2 Voice Limited,
RM1557.10,2,001b000003VXeg2AAD,VoiceHost Limited,
RM1557.10,2,001b000003VXeg4AAD,Bulk SMS Ltd
RM1557.10,2,001b000003VXeg7AAD,ECONSULT HEALTH LIMITED
RM1557.10,2,001b000003VXeg8AAD,X:drive Conmputing Limited,
RM1557.10,2,001b000003VXegaAAD,FACULTY SCIENCE LIMITED
RM1557.10,2,001b000003VXegAAAT,Wovex Limited
RM1557.10,3,001b000003VXegAAAT,Wovex Limited
RM1557.10,2,001b000003VXegbAAD,Assured Data Protection Limited,
RM1557.10,3,001b000003VXegBAAT,Xoomworks Limited
RM1557.10,1,001b000003VXegCAAT,Xpertex.co.uk Ltd
RM1557.10,3,001b000003VXegCAAT,Xpertex.co.uk Ltd
RM1557.10,2,001b000003VXegeAAD,Azavea
RM1557.10,2,001b000003VXegFAAT,3E Europe Ltd
RM1557.10,1,001b000003VXeggAAD,Basis Technology Ltd,
RM1557.10,2,001b000003VXeggAAD,Basis Technology Ltd,
RM1557.10,2,001b000003VXegGAAT,4C Europe UK Ltd,
RM1557.10,3,001b000003VXegIAAT,Acrobatic Ltd.,
RM1557.10,2,001b000003VXegjAAD,Be the brand experience ltd
RM1557.10,2,001b000003VXeglAAD,bibliotheca Limited,
RM1557.10,2,001b000003VXegmAAD,Topsec Cloud Solutions Limited,
RM1557.10,2,001b000003VXegnAAD,Blue Fox Technology Ltd
RM1557.10,1,001b000003VXegoAAD,Blue Sky Hosting Ltd,
RM1557.10,3,001b000003VXegoAAD,Blue Sky Hosting Ltd,
RM1557.10,3,001b000003VXegOAAT,ADTeq Limited
RM1557.10,2,001b000003VXegpAAD,Bolt Partners Ltd
RM1557.10,2,001b000003VXegPAAT,"Alcohol Monitoring Systems, Limited",
RM1557.10,2,001b000003VXegqAAD,BPD Zenith Limited,
RM1557.10,2,001b000003VXegQAAT,AliveCor Ltd
RM1557.10,2,001b000003VXegRAAT,Allevate Limited,
RM1557.10,3,001b000003VXegRAAT,Allevate Limited,
RM1557.10,3,001b000003VXegsAAD,Brightman Business Solutions
RM1557.10,2,001b000003VXegSAAT,Allot Limited,
RM1557.10,3,001b000003VXegTAAT,Altacom Ltd,
RM1557.10,2,001b000003VXeguAAD,Bronze Software Labs Ltd.,
RM1557.10,2,001b000003VXegUAAT,ALYNE UK LIMITED,
RM1557.10,2,001b000003VXegWAAT,AnyData Solutions,
RM1557.10,3,001b000003VXegyAAD,CDG (Scotland) Ltd
RM1557.10,3,001b000003VXeh0AAD,CEDAR RECRUITMENT LIMITED,
RM1557.10,3,001b000003VXeh1AAD,Cementors Limited,
RM1557.10,3,001b000003VXeh2AAD,Chakray UK Ltd
RM1557.10,2,001b000003VXeh3AAD,Ciptex Ltd,
RM1557.10,2,001b000003VXehdAAD,Four Eyes Insight Limited
RM1557.10,3,001b000003VXehdAAD,Four Eyes Insight Limited
RM1557.10,1,001b000003VXeheAAD,Futura Defence Limited
RM1557.10,2,001b000003VXeheAAD,Futura Defence Limited
RM1557.10,3,001b000003VXeheAAD,Futura Defence Limited
RM1557.10,2,001b000003VXehfAAD,G4S Monitoring Technologies Ltd,
RM1557.10,1,001b000003VXehgAAD,G7 Business Solutions Limited
RM1557.10,3,001b000003VXehgAAD,G7 Business Solutions Limited
RM1557.10,2,001b000003VXehGAAT,Dendrite Clinical Systems Ltd,
RM1557.10,3,001b000003VXehGAAT,Dendrite Clinical Systems Ltd,
RM1557.10,2,001b000003VXehhAAD,Geecon Global Limited,
RM1557.10,2,001b000003VXehHAAT,Derventio Education,
RM1557.10,2,001b000003VXehiAAD,Geo.Me Solutions Ltd,
RM1557.10,2,001b000003VXehMAAT,E Squared UK Ltd
RM1557.10,2,001b000003VXehNAAT,Ecebs Ltd,
RM1557.10,3,001b000003VXehOAAT,ECSC Group PLC,
RM1557.10,2,001b000003VXehPAAT,efireservice,
RM1557.10,2,001b000003VXehQAAT,Egress Ltd
RM1557.10,3,001b000003VXehQAAT,Egress Ltd
RM1557.10,2,001b000003VXehSAAT,EO Consulting Ltd
RM1557.10,3,001b000003VXehSAAT,EO Consulting Ltd
RM1557.10,3,001b000003VXehTAAT,estrat Group Limited,
RM1557.10,3,001b000003VXehUAAT,Ethical Healthcare Consulting CIC,
RM1557.10,2,001b000003VXehWAAT,Eventsforce
RM1557.10,2,001b000003VXehXAAT,Exclaimer Ltd,
RM1557.10,2,001b000003VXehZAAT,Expede IT Solutions Limited,
RM1557.10,3,001b000003VXekaAAD,IAP Consulting,
RM1557.10,2,001b000003VXekcAAD,ICONICS UK Services Ltd
RM1557.10,3,001b000003VXekcAAD,ICONICS UK Services Ltd
RM1557.10,2,001b000003VXekdAAD,IDE-International Limited,
RM1557.10,3,001b000003VXekfAAD,Incendium Consulting Ltd
RM1557.10,1,001b000003VXekgAAD,Incom Business Systems Ltd,
RM1557.10,2,001b000003VXekgAAD,Incom Business Systems Ltd,
RM1557.10,2,001b000003VXekhAAD,Incremental Group
RM1557.10,3,001b000003VXekhAAD,Incremental Group
RM1557.10,3,001b000003VXekMAAT,FLYFORM LTD
RM1557.10,1,001b000003VXeknAAD,Internet Investigation Solutions Ltd
RM1557.10,2,001b000003VXekoAAD,InterWorks Europe Ltd
RM1557.10,3,001b000003VXekoAAD,InterWorks Europe Ltd
RM1557.10,2,001b000003VXekOAAT,Hack Partners Limited
RM1557.10,3,001b000003VXekqAAD,Jetstack
RM1557.10,2,001b000003VXekQAAT,Harbour Technology Limited,
RM1557.10,3,001b000003VXekRAAT,Hays Project Solutions,
RM1557.10,2,001b000003VXeksAAD,Kainos Evolve Limited,
RM1557.10,2,001b000003VXektAAD,Kainos Worksmart Limited
RM1557.10,3,001b000003VXektAAD,Kainos Worksmart Limited
RM1557.10,3,001b000003VXekUAAT,Hortonworks BV,
RM1557.10,2,001b000003VXekwAAD,Ivanti UK Limited,
RM1557.10,3,001b000003VXekwAAD,Ivanti UK Limited,
RM1557.10,1,001b000003VXekXAAT,Hutchinson Networks Limited,
RM1557.10,2,001b000003VXekXAAT,Hutchinson Networks Limited,
RM1557.10,3,001b000003VXekXAAT,Hutchinson Networks Limited,
RM1557.10,1,001b000003VXekyAAD,LayerV Limited
RM1557.10,3,001b000003VXekyAAD,LayerV Limited
RM1557.10,1,001b000003VXekYAAT,i15 Limited,
RM1557.10,3,001b000003VXekYAAT,i15 Limited,
RM1557.10,2,001b000003VXekzAAD,LEARNPRO LIMITED,
RM1557.10,2,001b000003VXel0AAD,Leesman Limited
RM1557.10,2,001b000003VXel2AAD,Little Forest
RM1557.10,2,001b000003VXel3AAD,LMS Recruitment Systems Limited,
RM1557.10,2,001b000003VXel5AAD,Luminis U.K. Ltd,
RM1557.10,2,001b000003VXel7AAD,Magic Hat Solutions Ltd,
RM1557.10,1,001b000003VXelBAAT,MatsSoft Limited
RM1557.10,2,001b000003VXelBAAT,MatsSoft Limited
RM1557.10,3,001b000003VXelBAAT,MatsSoft Limited
RM1557.10,1,001b000003VXelcAAD,Plan B Disaster Recovery Ltd,
RM1557.10,1,001b000003VXeldAAD,Planet IT,
RM1557.10,2,001b000003VXeldAAD,Planet IT,
RM1557.10,2,001b000003VXelDAAT,MERCATO SOLUTIONS LIMITED,
RM1557.10,3,001b000003VXelDAAT,MERCATO SOLUTIONS LIMITED,
RM1557.10,2,001b000003VXelGAAT,Mobysoft Limited
RM1557.10,2,001b000003VXelhAAD,POPULUS MANAGEMENT LIMITED,
RM1557.10,2,001b000003VXelHAAT,Modern Mindset Ltd
RM1557.10,1,001b000003VXeliAAD,Primary Technology Ltd,
RM1557.10,2,001b000003VXeljAAD,Professional Construction Strategies Group
RM1557.10,3,001b000003VXeljAAD,Professional Construction Strategies Group
RM1557.10,2,001b000003VXelJAAT,Mosaique Limited,
RM1557.10,2,001b000003VXelKAAT,MRI Software Limited,
RM1557.10,2,001b000003VXellAAD,Property Tectonics Limited,
RM1557.10,3,001b000003VXelmAAD,Proventeq Limited
RM1557.10,2,001b000003VXeloAAD,PupilAsset LTD,
RM1557.10,2,001b000003VXelOAAT,New Era Education Ltd,
RM1557.10,2,001b000003VXelpAAD,Quantexa Ltd,
RM1557.10,2,001b000003VXelqAAD,Quantum of Value Ltd,
RM1557.10,1,001b000003VXelrAAD,Redinet Ltd
RM1557.10,2,001b000003VXelrAAD,Redinet Ltd
RM1557.10,3,001b000003VXelrAAD,Redinet Ltd
RM1557.10,1,001b000003VXelvAAD,Rocktime Ltd
RM1557.10,2,001b000003VXelvAAD,Rocktime Ltd
RM1557.10,3,001b000003VXelvAAD,Rocktime Ltd
RM1557.10,2,001b000003VXelVAAT,OneFile Ltd,
RM1557.10,2,001b000003VXelwAAD,Rostrvm Solutions Limited
RM1557.10,1,001b000003VXelzAAD,Safenames Ltd,
RM1557.10,2,001b000003VXelzAAD,Safenames Ltd,
RM1557.10,2,001b000003VXem0AAD,Salesforce.org EMEA Limited
RM1557.10,3,001b000003VXem0AAD,Salesforce.org EMEA Limited
RM1557.10,2,001b000003VXem1AAD,Sandhata Technologies Limited,
RM1557.10,2,001b000003VXem3AAD,ScreenCloud
RM1557.10,1,001b000003VXemaAAD,TOTAL COMPUTER NETWORKS LIMITED
RM1557.10,3,001b000003VXemaAAD,TOTAL COMPUTER NETWORKS LIMITED
RM1557.10,3,001b000003VXembAAD,TP Group plc,
RM1557.10,2,001b000003VXemCAAT,Semestry Limited,
RM1557.10,1,001b000003VXemdAAD,Ubertas Consulting Limited
RM1557.10,3,001b000003VXemdAAD,Ubertas Consulting Limited
RM1557.10,1,001b000003VXemeAAD,Ultimedia Limited,
RM1557.10,2,001b000003VXemeAAD,Ultimedia Limited,
RM1557.10,3,001b000003VXemeAAD,Ultimedia Limited,
RM1557.10,2,001b000003VXemFAAT,Simplecall Business Ltd
RM1557.10,2,001b000003VXemGAAT,SIMPLY ZESTY UK LTD,
RM1557.10,3,001b000003VXemGAAT,SIMPLY ZESTY UK LTD,
RM1557.10,2,001b000003VXemhAAD,Unify Business Solutions Limited,
RM1557.10,2,001b000003VXemHAAT,Sirenum Ltd,
RM1557.10,2,001b000003VXemIAAT,Sitedesk Limited,
RM1557.10,1,001b000003VXemJAAT,Software Cloud Limited,
RM1557.10,2,001b000003VXemJAAT,Software Cloud Limited,
RM1557.10,3,001b000003VXemJAAT,Software Cloud Limited,
RM1557.10,2,001b000003VXemkAAD,VIGILANT APPLICATIONS LIMITED,
RM1557.10,3,001b000003VXemmAAD,Wandelbox Limited,
RM1557.10,1,001b000003VXemMAAT,Stream Networks Limited,
RM1557.10,2,001b000003VXemMAAT,Stream Networks Limited,
RM1557.10,3,001b000003VXemMAAT,Stream Networks Limited,
RM1557.10,1,001b000003VXemnAAD,WINAIM Limited,
RM1557.10,2,001b000003VXemnAAD,WINAIM Limited,
RM1557.10,1,001b000003VXemoAAD,WSO2 UK Limited
RM1557.10,3,001b000003VXemoAAD,WSO2 UK Limited
RM1557.10,2,001b000003VXemOAAT,SVGC Limited
RM1557.10,3,001b000003VXemOAAT,SVGC Limited
RM1557.10,2,001b000003VXemQAAT,TalenTeam Limited,
RM1557.10,3,001b000003VXemQAAT,TalenTeam Limited,
RM1557.10,2,001b000003VXemRAAT,TeamUltra Limited
RM1557.10,3,001b000003VXemRAAT,TeamUltra Limited
RM1557.10,2,001b000003VXemSAAT,Technology Associates Limited
RM1557.10,3,001b000003VXemUAAT,The Inform Team
RM1557.10,2,001b000003VXemVAAT,The Other Media Limited
RM1557.10,3,001b000003VXemVAAT,The Other Media Limited
RM1557.10,1,001b000003VXemYAAT,Thoughtonomy Ltd
RM1557.10,2,001b000003VXemYAAT,Thoughtonomy Ltd
RM1557.10,3,001b000003VXemYAAT,Thoughtonomy Ltd
RM1557.10,2,001b000003VXemZAAT,Thymometrics Ltd,
RM1557.10,2,001b000003VXeVcAAL,BridgeHead Software Limited,
RM1557.10,3,001b000003VXeVcAAL,BridgeHead Software Limited,
RM1557.10,2,001b000003VXeVDAA1,Acume Forensics Ltd,
RM1557.10,2,001b000003VXeVEAA1,Admincontrol AS,
RM1557.10,1,001b000003VXeVGAA1,Ajenta Ltd,
RM1557.10,2,001b000003VXeVGAA1,Ajenta Ltd,
RM1557.10,3,001b000003VXeVGAA1,Ajenta Ltd,
RM1557.10,2,001b000003VXeVgAAL,Bubble Innovator Ltd
RM1557.10,3,001b000003VXeVgAAL,Bubble Innovator Ltd
RM1557.10,3,001b000003VXeVIAA1,Ameo Professional Services LTD,
RM1557.10,2,001b000003VXeVjAAL,MCB Software Services Limited,
RM1557.10,3,001b000003VXeVjAAL,MCB Software Services Limited,
RM1557.10,2,001b000003VXeVKAA1,AMT Data Technologies Ltd
RM1557.10,3,001b000003VXeVKAA1,AMT Data Technologies Ltd
RM1557.10,1,001b000003VXeVkAAL,Piksel Ltd,
RM1557.10,3,001b000003VXeVkAAL,Piksel Ltd,
RM1557.10,2,001b000003VXeVlAAL,OITUK Ltd,
RM1557.10,2,001b000003VXeVmAAL,Chambury Consulting Ltd,
RM1557.10,2,001b000003VXeVNAA1,Arundel PM Limited,
RM1557.10,3,001b000003VXeVNAA1,Arundel PM Limited,
RM1557.10,3,001b000003VXeVoAAL,Chorus Global Ltd
RM1557.10,2,001b000003VXeVqAAL,Circular Wave Limited,
RM1557.10,2,001b000003VXeVRAA1,Business Data Quality Ltd
RM1557.10,3,001b000003VXeVRAA1,Business Data Quality Ltd
RM1557.10,2,001b000003VXeVsAAL,Aphelion Ltd.,
RM1557.10,1,001b000003VXeVtAAL,Claned Group Ltd.,
RM1557.10,1,001b000003VXeVUAA1,BOSTON LIMITED T/A BIOS IT,
RM1557.10,3,001b000003VXeVWAA1,Blue Pelican Ltd
RM1557.10,2,001b000003VXeVxAAL,Cludo UK Ltd
RM1557.10,2,001b000003VXeVZAA1,BOARD MIT Limited
RM1557.10,3,001b000003VXeVzAAL,CodecDSS LTD
RM1557.10,2,001b000003VXeW2AAL,Coeus Software Ltd,
RM1557.10,3,001b000003VXeW2AAL,Coeus Software Ltd,
RM1557.10,3,001b000003VXeW4AAL,Contino Solutions Ltd
RM1557.10,2,001b000003VXeW5AAL,Convivio Team Ltd
RM1557.10,3,001b000003VXeW5AAL,Convivio Team Ltd
RM1557.10,3,001b000003VXeW6AAL,Cosurica Ltd
RM1557.10,2,001b000003VXeW8AAL,Crafted Media Ltd,
RM1557.10,2,001b000003VXeWbAAL,BCD Safety and Business Support Limited,
RM1557.10,2,001b000003VXeWCAA1,Cronofy Ltd,
RM1557.10,1,001b000003VXeWcAAL,MADE TO ENGAGE LIMITED
RM1557.10,2,001b000003VXeWcAAL,MADE TO ENGAGE LIMITED
RM1557.10,3,001b000003VXeWcAAL,MADE TO ENGAGE LIMITED
RM1557.10,2,001b000003VXeWdAAL,Engage ESM (formerly Innovise ESM),
RM1557.10,3,001b000003VXeWdAAL,Engage ESM (formerly Innovise ESM),
RM1557.10,1,001b000003VXeWEAA1,CompuWeb Communications Services Ltd,
RM1557.10,2,001b000003VXeWeAAL,Electronic Online Systems International Limited T/A EOS International,
RM1557.10,2,001b000003VXeWGAA1,Cyber Risk International Ltd,
RM1557.10,3,001b000003VXeWgAAL,Equdos Services Ltd
RM1557.10,3,001b000003VXeWHAA1,Cyber Security Partnership LLP,
RM1557.10,2,001b000003VXeWLAA1,Data Protection People Limited,
RM1557.10,3,001b000003VXeWLAA1,Data Protection People Limited,
RM1557.10,1,001b000003VXeWMAA1,Datanet.co.uk,
RM1557.10,2,001b000003VXeWmAAL,FFT Education Ltd
RM1557.10,2,001b000003VXeWNAA1,Daviker Limited,
RM1557.10,3,001b000003VXeWOAA1,DEEP3 SOFTWARE LIMITED
RM1557.10,2,001b000003VXeWqAAL,This is Focus Ltd,
RM1557.10,3,001b000003VXeWRAA1,Professional Programme Management Limited,
RM1557.10,2,001b000003VXeWrAAL,Microports.Net Ltd t/as Folding Space
RM1557.10,2,001b000003VXeWSAA1,"Declan M. FitzGerald Systems Ltd, T/A DMF Systems",
RM1557.10,2,001b000003VXeWuAAL,FUSION BUSINESS SOLUTIONS (UK) LIMITED
RM1557.10,3,001b000003VXeWuAAL,FUSION BUSINESS SOLUTIONS (UK) LIMITED
RM1557.10,2,001b000003VXeWVAA1,EACS Ltd
RM1557.10,3,001b000003VXeWVAA1,EACS Ltd
RM1557.10,3,001b000003VXeWvAAL,FutureProof CSP Limited
RM1557.10,2,001b000003VXeWXAA1,Rail Asset Management Solutions Limited
RM1557.10,3,001b000003VXeWXAA1,Rail Asset Management Solutions Limited
RM1557.10,2,001b000003VXeX1AAL,HeadChannel Limited,
RM1557.10,2,001b000003VXeX5AAL,Icon UK Limited,
RM1557.10,3,001b000003VXeX5AAL,Icon UK Limited,
RM1557.10,2,001b000003VXeX6AAL,IDDQD Limited
RM1557.10,2,001b000003VXeX8AAL,i-movo Limited
RM1557.10,2,001b000003VXeXAAA1,InfoCat Limited
RM1557.10,3,001b000003VXeXAAA1,InfoCat Limited
RM1557.10,2,001b000003VXeXBAA1,ICS INGAGE Limited
RM1557.10,3,001b000003VXeXbAAL,Lucid Support Services Limited
RM1557.10,1,001b000003VXeXCAA1,Inoapps Ltd
RM1557.10,2,001b000003VXeXCAA1,Inoapps Ltd
RM1557.10,3,001b000003VXeXCAA1,Inoapps Ltd
RM1557.10,2,001b000003VXeXFAA1,West UC Limited
RM1557.10,2,001b000003VXeXfAAL,Mango Business Solutions Limited
RM1557.10,3,001b000003VXeXfAAL,Mango Business Solutions Limited
RM1557.10,2,001b000003VXeXGAA1,Invida Limited,
RM1557.10,1,001b000003VXeXgAAL,MaxContactNow Ltd,
RM1557.10,2,001b000003VXeXhAAL,Medxnote Limited
RM1557.10,2,001b000003VXeXIAA1,Iridize Ltd.,
RM1557.10,2,001b000003VXeXJAA1,iWGC Ltd
RM1557.10,3,001b000003VXeXkAAL,M-Hance Group Limited
